Id,source,latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,serotypes,speciesDescription,sumAtRisk,sumCases,sumDeaths,sumDestroyed,sumSlaughtered,humansGenderDesc,humansAge,humansAffected,humansDeaths
229252,OIE,23.71,120.25,Asia,Taiwan (Province Of China),Taiwan Sheng, Dongshi Township ,Exact,7/6/2017,7/11/2017,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",20500,365,365,17435,,,0,,
226997,National authorities,29.27,120.22,Asia,China,Zhejiang Sheng, Dongyang City Of Jinhua City,Unknown,,12/31/2016,Confirmed,Influenza - Avian,H7N9 LPAI,"environmental sample, unspecified bird",,31,,,,,,,
221119,OIE,44.45,84.99,Asia,China,Xinjiang Uygur Zizhiqu, Ili Kazak Autonomous Prefecture,Exact,12/17/2016,12/28/2016,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, unspecified bird",66619,16000,10716,55903,0,,0,,
219103,OIE,47.65,9.17,Europe,Switzerland,Thurgau, Kreuzlingen,Unknown,11/7/2016,11/16/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, unspecified bird",,1,1,0,0,,0,,
218538,OIE,9.25,76.50,Asia,India,Kerala, Ramankary ,Unknown,10/23/2016,10/26/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, unspecified bird",77848,15,15,6483,,,0,,
224050,OIE,41.97,2.72,Europe,Spain,Catalua켂/Catalunya, Sant Gregori,Exact,2/18/2017,2/23/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",17800,723,723,17077,0,,0,,
218742,National authorities,53.67,13.67,Europe,Germany,Mecklenburg-Vorpommern, Schweriner Sees,Unknown,,11/11/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, heron",,,,,,,0,,
208823,FAO officer,-6.82,108.29,Asia,Indonesia,Jawa Barat, Sukahaji,Exact,9/9/2015,9/9/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,55,,,,,,
227791,OIE,56.57,47.92,Europe,Russian Federation,Mariy-El Rep., Suslonger ,Centroid Admin1,5/11/2017,5/17/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",40,40,40,,,,0,,
229243,OIE,50.46,4.52,Europe,Belgium,Region Wallonne, Wangenies ,Unknown,6/29/2017,7/12/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",78,12,12,66,,,0,,
229250,OIE,25.03,121.49,Asia,Taiwan (Province Of China),Taiwan Sheng, Wanhua District,Exact,7/1/2017,7/11/2017,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",42,,0,42,,,0,,
229248,OIE,22.74,120.54,Asia,Taiwan (Province Of China),Taiwan Sheng, Yanpu Township ,Exact,6/29/2017,7/11/2017,Confirmed,Influenza - Avian,"H5N8 HPAI, H5N2 HPAI","domestic, duck",2732,,0,2732,,,0,0,0
221893,National authorities,47.84,40.05,Europe,Russian Federation,Rostovskaya Oblast," Yevrodon 10, Krasnosulinsky ",Exact,12/27/2016,12/30/2016,Confirmed,Influenza - Avian,H5 HPAI,"domestic, turkey",161368,755,755,160613,,,0,,
208998,OIE,22.68,120.56,Asia,Taiwan (Province Of China),Taiwan Sheng,"	Changzhi Township",Exact,11/23/2015,12/8/2015,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",21000,10440,10440,10560,0,,,,
224420,OIE,43.80,28.59,Europe,Romania,Constanta,2 Mai,Exact,2/20/2017,2/28/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, whooper swan",,3,3,0,0,,,,
227674,National authorities,55.50,49.59,Europe,Russian Federation,Tatarstan Rep.,"25 October Village, Laishevsky District",Unknown,5/3/2017,5/10/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",447800,15000,5202,,,,0,,
209416,OIE,5.59,-0.19,Africa,Ghana,Greater Accra,37 Military Hospital Residence,Exact,11/30/2015,12/25/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",40,7,7,33,0,,,,
209415,OIE,5.59,-0.19,Africa,Ghana,Greater Accra,37 Military Hospital Residence,Exact,11/30/2015,12/25/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",40,7,7,33,0,,,,
209496,OIE,22.34,114.20,Asia,"Hong Kong, Sar",Administrative Unit Not Available,60 Fung Tak Road,Exact,12/31/2015,1/5/2016,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, great egret",,1,1,0,0,,,,
220149,OIE,56.50,10.80,Europe,Denmark,Aarhus,Aarhus,Centroid Locality,11/17/2016,12/6/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,great black-backed gull (larus marinus))",,1,1,0,0,,0,,
209823,OIE,6.25,7.97,Africa,Nigeria,Ebonyi,Abakaliki,Exact,1/12/2016,1/19/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",250,75,75,175,0,,,,
209208,National authorities,25.85,32.79,Africa,Egypt,Qena,Abasa,Centroid Admin2,12/3/2015,12/5/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,10,,10,,,,,
225292,National authorities,25.85,32.79,Africa,Egypt,Qena,Abasa,Centroid Admin2,3/16/2017,3/17/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,2000,,2000,,,,,
227141,National authorities,31.90,102.22,Asia,China,Sichuan Sheng,Abba,Exact,4/15/2017,4/28/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,,,1,
227628,National authorities,31.90,102.22,Asia,China,Sichuan Sheng,Abba,Unknown,4/26/2017,5/5/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,,,1,
227624,National authorities,31.90,102.22,Asia,China,Sichuan Sheng,Abba,Unknown,4/23/2017,5/5/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,,,1,1
227625,National authorities,31.90,102.22,Asia,China,Sichuan Sheng,Abba,Unknown,4/20/2017,5/5/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,,,1,1
220770,OIE,53.02,5.57,Europe,Netherlands,Friesland,Abbega,Exact,12/12/2016,12/14/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",59439,500,500,58939,0,,,,
221690,OIE,50.65,-2.60,Europe,U.K. Of Great Britain And Northern Ireland,England,Abbotsbury,Unknown,12/26/2016,1/9/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, swan",,9,9,0,0,,,,
207614,OIE,5.48,7.46,Africa,Nigeria,Abia,Abia,Exact,9/21/2015,9/28/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3300,495,495,2805,0,,,,
217434,OIE,5.14,6.41,Africa,Nigeria,Bayelsa,Abiokpor,Exact,8/30/2016,10/4/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",2000,1300,1300,700,0,,0,,
217624,OIE,5.64,-0.33,Africa,Ghana,Greater Accra,Ablekuma,Unknown,9/11/2016,10/8/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",571,419,419,152,0,,,,
206609,OIE,5.64,-0.33,Africa,Ghana,Greater Accra,Ablekuma,Centroid Admin2,7/31/2015,8/14/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird, domestic, chicken, domestic, duck",706,512,194,512,0,,,,
211860,FAO Field Officer,5.64,-0.33,Africa,Ghana,Greater Accra,Ablekuma,Centroid Admin2,4/15/2016,4/19/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1746,393,393,1353,0,,,,
214916,OIE,5.42,-4.02,Africa,Ca큈e D'Ivoire,District Autonome De Abidjan,Abobo Main Market,Exact,3/12/2016,7/27/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",200,1,0,1,0,,,,
230177,National authorities,30.43,32.18,Africa,Egypt,Ismailia,Aboswear,Centroid Admin2,6/18/2017,6/18/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,23,,23,,,,,
228432,National authorities,30.43,32.18,Africa,Egypt,Ismailia,Aboswear,Centroid Admin2,6/4/2017,6/5/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,30,,30,,,,,
228420,National authorities,30.43,32.18,Africa,Egypt,Ismailia,Aboswear,Centroid Admin2,5/21/2017,5/22/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,10,,10,,,,,
210024,National authorities,26.12,32.09,Africa,Egypt,Qena,Abotesht,Centroid Admin2,1/21/2016,1/21/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,10,,10,,,,,
227816,OIE,54.57,53.42,Europe,Russian Federation,Tatarstan Rep.,Absalyamovo,Exact,5/9/2017,5/17/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",350,350,330,20,0,,,,
226046,National authorities,30.77,31.12,Africa,Egypt,Gharbia,Abu Alaam,Centroid Admin2,3/21/2017,3/23/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,55,,55,,,,,
222419,National authorities,30.42,31.93,Africa,Egypt,Ismailia,Abu Ashour,Centroid Locality,1/18/2017,1/20/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,65,,65,,,,,
217333,National authorities,23.77,53.71,Asia,United Arab Emirates,Abu Dhabi,Abu Dhabi,Centroid Admin1,,10/4/2016,Confirmed,Influenza - Avian,H9N2 LPAI,"domestic, quail",7,,,,,,0,,
225275,National authorities,30.73,31.56,Africa,Egypt,Shrkia,Abu Gabr,Centroid Admin2,3/1/2017,3/3/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,15,,15,,,,,
209713,National authorities,26.12,32.09,Africa,Egypt,Qena,Abu Shosha,Centroid Admin2,1/8/2016,1/9/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,10,,10,,,,,
218719,National authorities,30.52,32.20,Africa,Egypt,Ismailia,Abuatwa,Centroid Admin2,10/26/2016,10/28/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,30,,30,,,,,
209853,National authorities,25.58,32.50,Africa,Egypt,Luxor,Abudaker,Centroid Admin2,1/18/2016,1/20/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,3500,,3500,,,,,
226708,National authorities,30.81,30.83,Africa,Egypt,Gharbia,Abuelgr,Centroid Admin2,4/3/2017,4/4/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,5010,,5010,,,,,
227392,National authorities,30.37,32.32,Africa,Egypt,Ismailia,Abufadel,Centroid Admin2,5/2/2017,5/3/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,73,,73,,,,,
207118,FAO Field Officer,8.80,7.08,Africa,Nigeria,Abuja,Abuja Municipal,Exact,9/10/2015,9/11/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",800,400,400,0,0,,,,
209541,National authorities,26.14,32.45,Africa,Egypt,Qena,Abu-Manaaa,Centroid Admin2,1/4/2016,1/5/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,18,,18,,,,,
209525,National authorities,26.12,32.09,Africa,Egypt,Qena,Abushosha,Centroid Admin2,12/25/2015,12/27/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,10,,10,,,,,
212494,OIE,6.14,0.05,Africa,Ghana,Eastern,Abusia Kope,Exact,4/3/2016,4/22/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3940,2210,2210,1730,0,,,,
226723,National authorities,30.43,32.18,Africa,Egypt,Ismailia,Abusier,Centroid Admin2,4/9/2017,4/11/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,10,,10,,,,,
227382,National authorities,30.43,32.18,Africa,Egypt,Ismailia,Abusour,Centroid Admin2,4/23/2017,4/24/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,10,,10,,,,,
222407,National authorities,30.51,31.37,Africa,Egypt,Shrkia,Abutaula,Centroid Locality,1/5/2017,1/7/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,40,,40,,,,,
211872,OIE,20.78,-102.91,Americas,Mexico,Jalisco,Acatic,Exact,4/12/2016,4/22/2016,Confirmed,Influenza - Avian,H7N3 HPAI,"domestic, chicken",161000,1,0,0,0,,,,
211768,OIE,20.78,-102.91,Americas,Mexico,Jalisco,Acatic,Exact,3/3/2016,4/8/2016,Confirmed,Influenza - Avian,H7N3 HPAI,"domestic, unspecified bird",210516,0,0,0,0,,,,
213854,OIE,5.58,-0.24,Africa,Ghana,Greater Accra,Accra Academy Secondary School,Exact,6/11/2016,6/28/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",900,812,812,88,0,,,,
211777,OIE,18.72,-97.31,Americas,Mexico,Puebla,Acultzingo,Exact,3/23/2016,4/8/2016,Confirmed,Influenza - Avian,H7N3 HPAI,"domestic, unspecified bird",28900,8000,3000,0,0,,,,
211776,OIE,18.72,-97.31,Americas,Mexico,Puebla,Acultzingo,Exact,3/23/2016,4/8/2016,Confirmed,Influenza - Avian,H7N3 HPAI,"domestic, unspecified bird",17200,5000,1000,0,0,,,,
211775,OIE,18.72,-97.31,Americas,Mexico,Puebla,Acultzingo,Exact,3/23/2016,4/8/2016,Confirmed,Influenza - Avian,H7N3 HPAI,"domestic, unspecified bird",16000,8000,3000,0,0,,,,
226522,OIE,35.77,139.80,Asia,Japan,Tookyoo,Adachi-Ku,Exact,2/3/2017,4/18/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, unspecified bird",,1,1,0,0,,,,
215810,OIE,6.18,1.19,Africa,Togo,Maritime,Adidogome,Exact,8/19/2016,8/24/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",980,950,950,30,0,,,,
228334,OIE,33.47,126.41,Asia,Republic Of Korea,Cheju-Do,Aewol-Eup,Exact,6/2/2017,6/6/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",1000,0,0,1000,0,,,,
213352,National authorities,30.89,31.31,Africa,Egypt,Dakahlia,Aga,Centroid Admin2,6/12/2016,6/14/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,20,,20,,,,,
213339,National authorities,30.89,31.31,Africa,Egypt,Dakahlia,Aga,Centroid Admin2,5/29/2016,5/31/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,53,,53,,,,,
226496,OIE,37.83,139.23,Asia,Japan,Niigata,Agano-Cho,Exact,1/12/2017,4/18/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, whooper swan",,1,1,0,0,,,,
226436,OIE,37.83,139.23,Asia,Japan,Niigata,Agano-Shi,Exact,12/16/2016,4/18/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, anatidae",,1,1,0,0,,,,
226426,OIE,37.83,139.23,Asia,Japan,Niigata,Agano-Shi,Exact,12/14/2016,4/18/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, hawk",,1,1,0,0,,,,
226424,OIE,37.83,139.23,Asia,Japan,Niigata,Agano-Shi,Exact,12/13/2016,4/18/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, unspecified bird",,1,1,0,0,,,,
226419,OIE,37.83,139.23,Asia,Japan,Niigata,Agano-Shi,Exact,12/12/2016,4/18/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, tundra swan",,1,1,0,0,,,,
226410,OIE,37.83,139.23,Asia,Japan,Niigata,Agano-Shi,Exact,12/11/2016,4/18/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, tundra swan",,1,1,0,0,,,,
226408,OIE,37.83,139.23,Asia,Japan,Niigata,Agano-Shi,Exact,12/10/2016,4/18/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, tundra swan",,1,1,0,0,,,,
226407,OIE,37.83,139.23,Asia,Japan,Niigata,Agano-Shi,Exact,12/10/2016,4/18/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, tundra swan",,1,1,0,0,,,,
226404,OIE,37.83,139.23,Asia,Japan,Niigata,Agano-Shi,Exact,12/9/2016,4/18/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, tundra swan",,1,1,0,0,,,,
226400,OIE,37.83,139.23,Asia,Japan,Niigata,Agano-Shi,Exact,12/8/2016,4/18/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, tundra swan",,1,1,0,0,,,,
226399,OIE,37.83,139.23,Asia,Japan,Niigata,Agano-Shi,Exact,12/6/2016,4/18/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, tundra swan",,2,2,0,0,,,,
226394,OIE,37.83,139.23,Asia,Japan,Niigata,Agano-Shi,Exact,12/5/2016,4/18/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, tundra swan",,1,1,0,0,,,,
226390,OIE,37.83,139.23,Asia,Japan,Niigata,Agano-Shi,Exact,12/2/2016,4/18/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, tundra swan",,1,1,0,0,,,,
226382,OIE,37.83,139.23,Asia,Japan,Niigata,Agano-Shi,Exact,11/27/2016,4/18/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, tundra swan",,1,1,0,0,,,,
224283,OIE,46.93,26.30,Europe,Romania,Neamt,Agarcia,Exact,2/17/2017,2/23/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, unspecified bird",,1,1,0,0,,,,
224281,OIE,46.93,26.30,Europe,Romania,Neamt,Agarcia,Exact,2/17/2017,2/23/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, unspecified bird",,1,1,0,0,,,,
224277,OIE,46.93,26.30,Europe,Romania,Neamt,Agarcia,Exact,2/17/2017,2/23/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, unspecified bird",,1,1,0,0,,,,
224025,OIE,46.93,26.30,Europe,Romania,Neamt,Agarcia,Unknown,2/11/2017,2/16/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, whooper swan",,1,1,0,0,,,,
209463,OIE,6.25,6.21,Africa,Nigeria,Delta,Agbor,Exact,12/24/2015,1/2/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"wild, unspecified bird",,7973,7973,0,0,,,,
222054,OIE,50.40,7.25,Europe,Germany,Rheinland-Pfalz,Ahrweiler,Unknown,12/22/2016,1/9/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, wild duck",,1,1,0,0,,,,
220092,OIE,48.26,10.93,Europe,Germany,Bayern,Aichach-Friedberg,Exact,11/29/2016,12/2/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,mute swan (cygnus olor))",,1,1,0,0,,,,
224114,OIE,43.70,0.08,Europe,France,Midi-Pyrenees,Aignan,Unknown,2/10/2017,2/17/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",8000,0,0,0,0,,,,
221505,FAO Field Officer,-2.00,105.26,Asia,Indonesia,Bangka Belitung,Air Belo,Exact,10/20/2016,10/20/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,50,,,,,,
221516,FAO Field Officer,-2.22,106.00,Asia,Indonesia,Bangka Belitung,Air Buluh,Exact,11/2/2016,11/2/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,465,,,,,,
221502,FAO Field Officer,-2.22,106.00,Asia,Indonesia,Bangka Belitung,Air Buluh,Exact,10/28/2016,10/28/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,26,,,,,,
217086,National authorities,-2.22,106.00,Asia,Indonesia,Bangka Belitung,Air Itam,Exact,8/12/2016,8/12/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,,11,,,,,,
221519,FAO Field Officer,-4.12,104.20,Asia,Indonesia,Sumatera Selatan,Air Paoh,Exact,11/6/2016,11/6/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, quail",,,200,,,,,,
206620,OIE,6.46,3.22,Africa,Nigeria,Lagos,"Aiyedoto, Ojo",Exact,8/9/2015,8/17/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",350,58,58,292,0,,,,
206619,OIE,6.46,3.22,Africa,Nigeria,Lagos,"Aiyedoto, Ojo",Exact,8/6/2015,8/17/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",500,22,22,478,0,,,,
228444,National authorities,25.68,32.63,Africa,Egypt,Luxor,Akaltia,Centroid Admin2,3/23/2017,3/24/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",,9,,9,,,,,
226054,National authorities,25.68,32.63,Africa,Egypt,Luxor,Akaltia,Centroid Admin2,3/23/2017,3/24/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,9,,9,,,,,
211103,National authorities,26.55,31.70,Africa,Egypt,Suhag,Akhmem District,Unknown,2/25/2016,3/7/2016,Confirmed,Influenza - Avian,H5N1 HPAI,,,,,,,,,1,
219174,National authorities,39.67,140.08,Asia,Japan,Akita,Akita,Exact,11/17/2016,11/17/2016,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, black swan",,1,1,,,,0,,
219172,National authorities,39.67,140.08,Asia,Japan,Akita,Akita,Unknown,11/15/2016,11/15/2016,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, black swan",,1,1,,,,0,,
226375,OIE,39.67,140.08,Asia,Japan,Akita,Akita,Exact,11/23/2016,4/18/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, snowy owl",,2,2,0,0,,,,
226372,OIE,39.67,140.08,Asia,Japan,Akita,Akita,Exact,11/23/2016,4/18/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, snowy owl",,1,1,0,0,,,,
226517,OIE,43.05,144.85,Asia,Japan,Hokkaidoo,Akkeshi-Cho,Exact,1/22/2017,4/18/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, whooper swan",,1,1,0,0,,,,
226510,OIE,43.05,144.85,Asia,Japan,Hokkaidoo,Akkeshi-Cho,Exact,1/18/2017,4/18/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, whooper swan",,1,1,0,0,,,,
226501,OIE,43.05,144.85,Asia,Japan,Hokkaidoo,Akkeshi-Cho,Exact,1/15/2017,4/18/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, whooper swan",,1,1,0,0,,,,
206900,FAO Field Officer,5.36,-3.94,Africa,Ca큈e D'Ivoire,District Autonome De Abidjan,Akouedo-Extension District,Exact,8/11/2015,9/1/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",10,5,5,,0,,,,
207993,OIE,5.69,-0.55,Africa,Ghana,Central,Akpeteshie Camp,Exact,10/12/2015,10/22/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",510,34,34,476,0,,,,
221892,OIE,43.65,51.15,Asia,Kazakhstan,Mangistauskaya,"Aktau City, 14 ",Exact,1/16/2017,2/6/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, swan",,2,2,,,,0,,
224555,OIE,8.96,8.28,Africa,Nigeria,Nassarawa,Akwanga,Exact,2/23/2017,3/3/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3200,9,9,3191,0,,,,
207116,National authorities,31.49,34.45,Asia,Gaza Strip,Gaza,"Al Sabrah, Al Sabrah",Centroid Admin1,8/6/2015,8/6/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",50,25,25,40,,,,,
207115,National authorities,31.49,34.45,Asia,Gaza Strip,Gaza,"Al Sabrah, Al Sabrah",Centroid Admin1,8/6/2015,8/6/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",100,18,18,88,,,,,
207114,National authorities,31.49,34.45,Asia,Gaza Strip,Gaza,"Al Sabrah, Al Sabrah",Centroid Admin1,8/6/2015,8/6/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",10,3,3,8,,,,,
207113,National authorities,31.49,34.45,Asia,Gaza Strip,Gaza,"Al Sabrah, Al Sabrah",Centroid Admin1,8/6/2015,8/6/2015,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",140,30,30,125,,,,,
226037,National authorities,30.95,31.59,Africa,Egypt,Dakahlia,Alamier,Centroid Admin2,2/7/2017,2/8/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken, domestic, duck, domestic, unspecified bird",,22,,22,,,,,
214847,OIE,33.64,44.80,Asia,Iraq,Diyala,Alazezia,Exact,7/9/2016,7/25/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",914000,410,410,913590,0,,,,
214852,OIE,33.64,44.80,Asia,Iraq,Diyala,Alazezia,Exact,7/13/2016,7/25/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",305000,7660,7660,297340,0,,,,
214851,OIE,33.64,44.80,Asia,Iraq,Diyala,Alazezia,Exact,7/12/2016,7/25/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",146500,7530,7530,138970,0,,,,
211888,OIE,31.94,45.64,Asia,Iraq,Qadissiya,Al-Badiar,Exact,1/25/2016,4/25/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",7000,800,800,6200,,,,,
211887,OIE,31.94,45.64,Asia,Iraq,Qadissiya,Al-Badiar,Exact,1/25/2016,4/25/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, unspecified bird",6000,1200,1200,4800,,,,,
230190,OIE,45.30,11.32,Europe,Italy,Veneto,Albaredo D'Adige,Exact,7/23/2017,7/28/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, turkey",17724,3120,1000,16724,,,,,
224065,OIE,48.28,9.81,Europe,Germany,Baden-Wuerttemberg,Alb-Donau-Kreis,Exact,2/6/2017,2/10/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, unspecified bird",,1,1,0,0,,,,
223872,OIE,40.85,25.87,Europe,Greece,Anatoliki Makedonia Kai Thraki,Alexandroupolis,Unknown,2/1/2017,2/16/2017,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,mute swan (cygnus olor))",,1,1,,,,0,,
225278,National authorities,26.24,31.94,Africa,Egypt,Suhag,Alghabat,Centroid Admin2,3/5/2017,3/6/2017,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,26,,26,,,,,
220445,OIE,46.31,20.27,Europe,Hungary,Csongrad,Algyo,Exact,12/6/2016,12/13/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, turkey",10000,0,0,0,0,,0,,
228570,OIE,22.87,120.31,Asia,Taiwan (Province Of China),Taiwan Sheng,Alian District,Exact,6/13/2017,6/23/2017,Confirmed,Influenza - Avian,H5N2 HPAI,"domestic, chicken",2252,44,44,2208,0,,,,
221592,OIE,56.05,9.85,Europe,Denmark,Aarhus,Alken,Unknown,12/8/2016,12/22/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, gull",,1,0,1,0,,,,
216827,National authorities,-3.97,119.79,Asia,Indonesia,Sulawesi Selatan,Allakukang,Exact,3/1/2016,3/1/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,1347,,,,,,
209712,National authorities,26.31,31.86,Africa,Egypt,Suhag,Allam,Centroid Admin2,1/6/2016,1/8/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,10,,10,,,,,
